title,vote_average,vote_count,release_date,runtime,adult,original_language,overview,popularity,tagline,genres,production_companies
Prometheus,6.535,11255,2012-05-30,124,False,en,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",60.299,The Search for Our Beginning Could Lead to Our End,"Science Fiction, Adventure, Mystery","Dune Entertainment, Scott Free Productions, Brandywine Productions, 20th Century Fox"
The Social Network,7.358,11190,2010-10-01,121,False,en,"The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever.",36.101,You don't get to 500 million friends without making a few enemies.,Drama,"Columbia Pictures, Relativity Media, Scott Rudin Productions, Michael De Luca Productions, Trigger Street Productions"
Pirates of the Caribbean: Dead Men Tell No Tales,6.648,11176,2017-05-23,128,False,en,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",62.006,All pirates must die.,"Adventure, Action, Fantasy","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil"
Knives Out,7.847,11156,2019-11-27,131,False,en,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",39.064,"Hell, any of them could have done it.","Comedy, Crime, Mystery","Lionsgate, MRC, T-Street Productions"
Good Will Hunting,8.149,11111,1997-12-05,127,False,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",56.169,"Some people can never believe in themselves, until someone believes in them.",Drama,"Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership"
Fifty Shades of Grey,5.882,11101,2015-02-11,125,False,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",96.283,Are you curious?,"Drama, Romance, Thriller","Focus Features, Michael De Luca Productions, Trigger Street Productions"
The Devil Wears Prada,7.384,11089,2006-06-29,109,False,en,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",50.84,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,"Comedy, Drama, Romance","Fox 2000 Pictures, Dune Entertainment, Major Studio Partners, Peninsula Films, 20th Century Fox"
Taxi Driver,8.2,11081,1976-02-09,114,False,en,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,41.36,"On every street in every city, there's a nobody who dreams of being a somebody.","Crime, Drama","Italo/Judeo Productions, Bill/Phillips, Columbia Pictures"
A Star Is Born,7.503,11079,2018-10-03,136,False,en,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",27.891,,"Music, Drama, Romance","Thunder Road, 22 & Green, Gerber Pictures, Joint Effort, Malpaso Productions, Warner Bros. Pictures, Live Nation Productions"
Fury,7.518,11021,2014-10-15,135,False,en,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",90.378,War never ends quietly.,"War, Drama, Action","Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films, Sony Pictures, Huayi Brothers Pictures"
The Incredible Hulk,6.204,11006,2008-06-12,114,False,en,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",52.734,You'll like him when he's angry.,"Science Fiction, Action, Adventure","Marvel Studios, Valhalla Motion Pictures"
Kick-Ass,7.12,10997,2010-03-22,117,False,en,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",38.557,Shut up. Kick-Ass.,"Action, Crime","Marv Films, Lionsgate, Plan B Entertainment, Mandate International"
"I, Robot",6.939,10972,2004-07-15,115,False,en,"In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",27.677,Laws are made to be broken.,"Action, Science Fiction","Davis Entertainment, Laurence Mark Productions, Canlaws Productions, 20th Century Fox, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG"
No Country for Old Men,7.933,10964,2007-06-13,122,False,en,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",33.115,There are no clean getaways.,"Crime, Drama, Thriller","Miramax, Scott Rudin Productions, Mike Zoss Productions, Paramount Vantage"
Rise of the Planet of the Apes,7.289,10799,2011-08-03,105,False,en,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",38.032,Evolution Becomes Revolution.,"Thriller, Action, Drama, Science Fiction","Dune Entertainment III, Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox"
Ocean's Eleven,7.43,10774,2001-12-07,116,False,en,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",39.17,Are you in or out?,"Thriller, Crime","Village Roadshow Pictures, NPV Entertainment, Jerry Weintraub Productions, Section Eight, Warner Bros. Pictures"
The Sixth Sense,7.944,10754,1999-08-06,107,False,en,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",32.836,Not every gift is a blessing.,"Mystery, Thriller, Drama","Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions"
Amélie,7.905,10750,2001-04-25,122,False,fr,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",42.494,One person can change your life forever.,"Comedy, Romance","France 3 Cinéma, Claudie Ossard Productions, MMC Independent, Tapioca Films, Sofica Sofinergie 5, Victoires Productions, Canal+, Filmstiftung Nordrhein-Westfalen, Union Générale Cinématographique (UGC), Miramax"
Scarface,8.168,10749,1983-12-09,169,False,en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",54.199,The world is yours...,"Action, Crime, Drama",Universal Pictures
Prisoners,8.091,10748,2013-09-19,153,False,en,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",35.085,Every moment matters.,"Drama, Thriller, Crime","Madhouse Entertainment, Alcon Entertainment, 8:38 Productions, Warner Bros. Pictures, Summit Entertainment"
